Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Zenith,Semi-Auto,Semi-Auto Mode,15,120,15,0,0,0,0,0,0,0,0,0,0,0,150,450,150,0.35,2.5,228.75,686.25,601.97368421053,48037.5,0.08,nil,0.08,0.24,1,3,0,1.1,10,90,80,540,1.4,Hit-Scan,inf,99999,33.33,Update 20.2,2017-04-12,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/LoginPrimary/SundialRifle,Zenith,0,inf,1
Vulkar,Semi-Auto,Unzoomed,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,337.5,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,0,1.45,3,6,15,72,3,Hit-Scan,inf,1,13.3,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,2.5x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,337.5,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,0,1.45,3,6,15,72,3,Hit-Scan,inf,1,13.3,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,4x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,337.5,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,0,1.45,3,6,15,72,3,Hit-Scan,inf,1,13.3,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,8x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,337.5,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,0,1.45,3,6,15,72,3,Hit-Scan,inf,1,13.3,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vectis Prime,Semi-Auto,Unzoomed,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,934.5,350,0.3,2,455,1214.85,569.08303079986,33670,0.3,nil,1.3,3.471,1,2.67,0,0.85,14,2,15,72,0.85,Hit-Scan,inf,1,13.3,Update 16.11,2015-07-07,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Vectis Prime,Semi-Auto,3.5x Zoom,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,934.5,350,0.3,2,455,1214.85,569.08303079986,33670,0.3,nil,1.3,3.471,1,2.67,0,0.85,14,2,15,72,0.85,Hit-Scan,inf,1,13.3,Update 16.11,2015-07-07,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Vectis Prime,Semi-Auto,6x Zoom,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,934.5,350,0.3,2,455,1214.85,569.08303079986,33670,0.3,nil,1.3,3.471,1,2.67,0,0.85,14,2,15,72,0.85,Hit-Scan,inf,1,13.3,Update 16.11,2015-07-07,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Mutalist Quanta,Auto,Normal Attack,2.5,15,7.5,0,0,0,0,0,0,0,0,0,0,0,25,250,25,0.025,1.5,25.3125,253.125,168.75,15187.5,0.15,nil,0.15,1.5,1,10,0,1.5,2,60,80,540,3,Projectile,100,0,100,Update 13.8,2014-06-19,Primary,Rifle,Primary,0,/Lotus/Weapons/Infested/LongGuns/InfCrpShockSwarm/InfCrpShockSwarmRifle,Mutalist Quanta,0,inf,1
Mutalist Quanta,Auto,Infested Orb,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,200,20,0,0,20,200,57.142857142857,2400,1,nil,1,10,1,10,0,1.5,2,60,80,540,3,Projectile,5,0,0,Update 13.8,2014-06-19,Primary,Rifle,Primary,2,/Lotus/Weapons/Infested/LongGuns/InfCrpShockSwarm/InfCrpShockSwarmRifle,Mutalist Quanta,0,2,0
Mutalist Quanta,Auto,Orb Explosion,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,1000,100,0.05,1.5,102.5,1025,683.33333333333,61500,0.39,nil,0.39,3.9,1,10,0,1.5,2,60,80,540,3,AoE,inf,0,25,Update 13.8,2014-06-19,Primary,Rifle,Primary,4.4,/Lotus/Weapons/Infested/LongGuns/InfCrpShockSwarm/InfCrpShockSwarmRifle,Mutalist Quanta,0,4.4,0.5
Vaykor Hek,Semi-Auto,Normal Attack,11.25,48.75,15,0,0,0,0,0,0,0,0,0,0,0,75,1575,525,0.25,2,656.25,1968.75,1067.7966101695,84000,0.107,nil,0.749,2.247,7,3,0,1.1,12,8,15,120,2.25,Hit-Scan,inf,0,9.1,Update 17.3,2015-09-02,Primary,Shotgun,Primary,300,/Lotus/Weapons/Syndicates/SteelMeridian/LongGuns/SMHek,Hek,10,25,0.7333
Trumna,Auto,Auto,29,0,0,0,0,53,0,0,0,0,0,0,0,0,82,382.94,82,0.24,2.2,105.616,493.22672,441.66261025297,63369.6,0.3,nil,0.3,1.401,1,4.67,0,0.85,13,200,60,400,5,Hit-Scan,inf,0,200,Update 29.0,2020-08-25,Primary,Rifle,Primary,300,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,inf,1
Trumna,Auto / Semi,Auto AoE,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,233.5,50,0.24,2.2,64.4,300.748,269.30646966644,38640,0.3,nil,0.3,1.401,1,4.67,0,0.85,13,200,60,400,5,AoE,inf,0,200,Update 29.0,2020-08-25,Primary,Rifle,Primary,1.6,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,1.6,0.15
Trumna,Semi-Auto,Grenade Impact,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,133,100,0.38,2.4,153.2,203.756,197.19912896201,91920,0.5,nil,0.5,0.665,1,1.33,0,0.85,13,200,60,400,5,nil,inf,0,9.1,Update 29.0,2020-08-25,Primary,Rifle,Primary,0,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,inf,1
Trumna,Auto / Semi,Grenade Bounce AoE,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1000,1330,1000,0.38,2.4,1532,2037.56,1971.9912896201,919200,0.5,nil,0.5,0.665,1,1.33,0,0.85,13,200,60,400,5,AoE,inf,0,200,Update 29.0,2020-08-25,Primary,Rifle,Primary,6,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,6,0.4
Torid,Semi-Auto,Grenade Impact,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,150,100,0.15,2,115,172.5,114.23841059603,7475,0.23,nil,0.23,0.345,1,1.5,0,1.3,4,5,10,60,1.7,Projectile,40,0,100,Update 8.0,2013-05-23,Primary,Launcher,Primary,0,/Lotus/Weapons/ClanTech/Bio/BioWeapon,Torid,0,inf,1
Torid,Semi-Auto,Poison Cloud,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,40,40,0.15,2,46,46,34.328358208955,2990,0.23,nil,0.23,0.23,1,1,0,1.3,4,5,10,60,1.7,AoE,inf,0,100,Update 8.0,2013-05-23,Primary,Launcher,Primary,3,/Lotus/Weapons/ClanTech/Bio/BioWeapon,Torid,0,3,1
Daikyu,Charge,Charged Shot,210,280,210,0,0,0,0,0,0,0,0,0,0,0,700,1166.6666666667,700,0.34,2,938,938,586.25,68474,0.46,nil,1.46,0.9125,1,1,1,1.25,10,1,15,72,0.6,Projectile,140,3,16.7,Update 16.5,2015-05-12,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/AsymetricalBow/AsymetricalBow,Daikyu,0,inf,1
Lanka,Charge,Uncharged Shot,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,inf,200,0.2,2,240,727.27272727273,452.83018867925,19680,0.25,nil,0.25,0.75757575757576,1,inf,0.33,1.05,10,10,15,72,2,Projectile,200,0,0,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,0,/Lotus/Weapons/ClanTech/Energy/Railgun,Lanka,400,600,0.5
Lanka,Charge,Charged Shot,0,0,0,0,525,0,0,0,0,0,0,0,0,0,525,inf,525,0.25,2,656.25,656.25,546.875,53812.5,0.25,nil,0.25,0.25,1,inf,1,1.05,10,10,15,72,2,Projectile,250,5,100,Update 8.0,2013-05-23,Primary,Sniper Rifle,Primary,0,/Lotus/Weapons/ClanTech/Energy/Railgun,Lanka,0,inf,1
Tetra,Auto,Normal Attack,6.4,25.6,0,0,0,0,0,0,0,0,0,0,0,0,32,213.44,32,0.04,1.5,32.64,217.7088,178.10919007363,19584,0.2,nil,0.2,1.334,1,6.67,0,1.5,3,60,80,540,2,Projectile,100,0,18.2,Update 11.8,2014-01-22,Primary,Rifle,Primary,0,/Lotus/Weapons/Corpus/LongGuns/CorpusUMP/CorpusUMP,Tetra,0,inf,1
Mutalist Cernos,Semi-Auto,Uncharged Shot,184.5,10.25,10.25,0,0,0,0,0,0,0,0,0,0,0,205,341.66666666667,205,0.15,2,235.75,392.91666666667,147.34375,17209.75,0.49,nil,0.49,0.81666666666667,1,1,0,1.35,7,1,15,72,0.6,Projectile,70,0,16.7,Update 18.5,2016-03-04,Primary,Bow,Primary,0,/Lotus/Weapons/Infested/Bow/InfCernosBow/InfCernos,Mutalist Cernos,0,inf,1
Mutalist Cernos,Charge,Charged Shot,369,20.5,20.5,0,0,0,0,0,0,0,0,0,0,0,410,683.33333333333,410,0.15,2,471.5,785.83333333333,428.63636363636,34419.5,0.49,nil,0.49,0.44545454545455,1,1,0.5,1.35,7,1,15,72,0.6,Projectile,85,1,16.7,Update 18.5,2016-03-04,Primary,Bow,Primary,0,/Lotus/Weapons/Infested/Bow/InfCernosBow/InfCernos,Mutalist Cernos,0,inf,1
Glaxion Vandal,Held,Normal Attack,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,348,29,0.14,2,33.06,396.72,326.25,36366,0.38,nil,0.38,4.56,1,12,0,1.25,12,100,80,1000,1.8,Discharge,inf,0,100,Update 25.0,2019-05-22,Primary,Rifle,Primary,28,/Lotus/Weapons/Corpus/LongGuns/CrpFreezeRay/Vandal/CrpFreezeRayVandalRifle,Glaxion,0,inf,1
Felarx,Auto,Normal Attack,38,68.4,83.6,0,0,0,0,0,0,0,0,0,0,0,190,2280,760,0.2,2,912,2736,960,60192,0.055,nil,0.22,0.66,4,3,0,0.6,14,6,15,60,3.7,Projectile,100,0,7.7,Update 31.6,2022-06-09,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/Zariman/LongGuns/PumpShotgun/ZarimanPumpShotgun,Felarx,14,28,0.9947
Felarx,Semi-Auto,Incarnon Mode,200,0,0,0,0,0,0,0,0,0,0,400,0,0,600,900,600,0.2,3,840,1260,654.54545454545,55440,0.2,nil,1.2,1.8,1,1.5,0,0.6,14,6,15,60,3.7,Projectile,160,0,9.1,Update 31.6,2022-06-09,Primary,Shotgun,Primary,56,/Lotus/Weapons/Tenno/Zariman/LongGuns/PumpShotgun/ZarimanPumpShotgun,Felarx,0,inf,1
Cernos,Semi-Auto,Uncharged Shot,171,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,190,316.66666666667,190,0.36,2,258.4,430.66666666667,161.5,18863.2,0.18,nil,0.18,0.3,1,1,0,1.3,6,1,15,72,0.6,Projectile,70,0,16.7,Update 11.1,2013-11-27,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/AntlerBow/AntlerBow,Cernos,0,inf,1
Cernos,Charge,Charged Shot,342,19,19,0,0,0,0,0,0,0,0,0,0,0,380,633.33333333333,380,0.36,2,516.8,861.33333333333,469.81818181818,37726.4,0.18,nil,0.18,0.16363636363636,1,1,0.5,1.3,6,1,15,72,0.6,Projectile,90,1,16.7,Update 11.1,2013-11-27,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/AntlerBow/AntlerBow,Cernos,0,inf,1
Telos Boltor,Auto,Normal Attack,3,27,0,0,0,0,0,0,0,0,0,0,0,0,30,279.9,30,0.3,2.4,42.6,397.458,318.27194106342,26838,0.16,nil,0.16,1.4928,1,9.33,0,1.2,12,90,80,540,2.4,Projectile,90,0,25,Update 17.3,2015-09-02,Primary,Rifle,Primary,0,/Lotus/Weapons/Syndicates/ArbitersOfHexis/LongGuns/AHBoltor,Boltor,0,inf,1
Sybaris Prime,Burst,Normal Attack,29.04,29.04,29.92,0,0,0,0,0,0,0,0,0,0,0,88,415.36,88,0.3,2,228.8,539.968,366.82608695652,128128,0.25,nil,0.25,1.18,1,4.72,0,1.2,12,20,80,540,2,Hit-Scan,inf,0,25,Hotfix 20.6.2,2017-05-30,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeSybaris/PrimeSybarisRifle,Sybaris,0,inf,1
Grakata,Auto,Normal Attack,4.4,3.7,2.9,0,0,0,0,0,0,0,0,0,0,0,11,220,11,0.25,2,13.75,275,152.77777777778,11137.5,0.2,nil,0.2,4,1,20,0,1.35,5,60,80,750,2.4,Hit-Scan,inf,0,28.6,Update 7.8,2013-04-19,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrineerAssaultRifle/GrnAssaultRifle,Grakata,0,inf,1
Astilla,Auto,Slug Impact,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,303.1,70,0.17,1.9,80.71,349.4743,226.74731549067,10330.88,0.33,nil,1.33,5.7589,1,4.33,0,1.25,10,16,40,112,2,Projectile,120,0,25,Update 22.0,2017-10-12,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnGlassShotgun/TnGlassShotgunGun,Astilla,30,60,0.5
Astilla,Auto,Glass Explosion,0,42,78,0,0,0,0,0,0,0,0,0,0,0,120,519.6,120,0.17,1.9,138.36,599.0988,388.7096836983,17710.08,0.33,nil,0.33,1.4289,1,4.33,0,1.25,10,16,40,112,2,AoE,inf,0,25,Update 22.0,2017-10-12,Primary,Shotgun,Primary,2.4,/Lotus/Weapons/Tenno/LongGuns/TnGlassShotgun/TnGlassShotgunGun,Astilla,0,2.4,0.3
Sybaris,Burst,Normal Attack,26.4,26.4,27.2,0,0,0,0,0,0,0,0,0,0,0,80,318.4,80,0.25,2,200,398,221.60356347439,110000,0.1,nil,0.1,0.398,1,3.98,0,1.3,5,10,80,540,2,Hit-Scan,inf,0,28.6,Update 13.3,2014-05-14,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/TnoLeverAction/TnoLeverActionRifle,Sybaris,0,inf,1
Supra Vandal,Auto-Spool,Fully Spooled,4,30,6,0,0,0,0,0,0,0,0,0,0,0,40,500,40,0.16,2,46.4,580,515.55555555556,88160,0.3,nil,0.3,3.75,1,12.5,0,1,14,300,80,1600,3,Projectile,100,0,28.6,Update 20.4,2017-05-04,Primary,Rifle,Primary,0,/Lotus/Weapons/Corpus/LongGuns/Machinegun/SupraVandal,Supra,0,inf,1
Nataruk,Semi-Auto,Quick Shot,0,405,45,0,0,0,0,0,0,0,0,0,0,0,450,9000,450,0.2,1.8,522,10440,336.93714617506,inf,0.3,nil,1.3,26,1,0.667,0,0.6,0,1,0,inf,0.05,Projectile,140,0,16.7,Update 31,2021-12-15,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Nataruk,Charge,Charged Shot,0,648,252,0,0,0,0,0,0,0,0,0,0,0,900,18000,900,0.5,2.2,1440,1440,1371.4285714286,inf,0.5,nil,0.5,0.47619047619048,1,0.667,1,0.6,0,1,0,inf,0.05,Projectile,70,0,16.7,Update 31,2021-12-15,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Nataruk,Charge,Perfect Shot,0,648,252,0,0,0,0,0,0,0,0,0,0,0,900,18000,900,0.6,2.4,1656,1656,1577.1428571429,inf,0.5,nil,0.5,0.47619047619048,1,0.667,1,0.6,0,1,0,inf,0.05,Projectile,70,0,16.7,Update 31,2021-12-15,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Strun Wraith,Semi-Auto,Normal Attack,26,6,8,0,0,0,0,0,0,0,0,0,0,0,40,1000,400,0.18,2.2,486.4,1216,540.44444444444,63232,0.12,nil,11.2,28,10,2.5,0,1.35,10,10,15,120,5,Hit-Scan,inf,0,6.7,Hotfix 9.7.2,2013-09-03,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/Shotgun/ShotgunVandal,Strun,15,30,0.5
Strun Prime,Semi-Auto,Normal Attack,19.8,6.6,17.6,0,0,0,0,0,0,0,0,0,0,0,44,1758.24,528,0.24,2.2,680.064,2264.61312,894.46761987519,88408.32,0.0667,nil,0.8004,2.665332,12,3.33,0,1.2,14,10,15,120,4.6,Hit-Scan,inf,0.8,9.1,Update 30.7,2021-09-08,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeStrun/PrimeStrunWeapon,Strun,26,52,0.5
Strun,Semi-Auto,Normal Attack,13.75,3.75,7.5,0,0,0,0,0,0,0,0,0,0,0,25,750,300,0.075,1.5,311.25,778.125,303.65853658537,39217.5,0.05,nil,0.6,1.5,12,2.5,0,1.4,1,6,15,120,3.75,Hit-Scan,inf,0,4,Vanilla,2012-10-25,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/Shotgun/Shotgun,Strun,12,25,0.4
Sporothrix,Semi-Auto,Unzoomed,100.17,115.01,155.82,0,0,0,0,0,0,0,0,0,0,0,371,678.93,371,0.01,3,378.42,692.5086,447.06817301485,20434.68,0.53,nil,0.53,0.9699,1,1.83,0,1.3,13,9,15,45,2.7,Projectile,270,0,100,Update 29.5,2020-11-19,Primary,Sniper Rifle,Primary,0,/Lotus/Weapons/Infested/LongGuns/InfSniperRifle/InfSniperRifle,Sporothrix,400,600,0.5
Sporothrix,Semi-Auto,2.7x Zoom,100.17,115.01,155.82,0,0,0,0,0,0,0,0,0,0,0,371,678.93,371,0.01,3,378.42,692.5086,447.06817301485,20434.68,0.53,nil,0.53,0.9699,1,1.83,0,1.3,13,9,15,45,2.7,Projectile,270,0,100,Update 29.5,2020-11-19,Primary,Sniper Rifle,Primary,0,/Lotus/Weapons/Infested/LongGuns/InfSniperRifle/InfSniperRifle,Sporothrix,400,600,0.5
Sporothrix,Semi-Auto,AoE,0,0,22,0,0,0,0,0,0,0,0,0,19,0,41,75.03,41,0.01,3,41.82,76.5306,49.406455777921,2258.28,0.53,nil,0.53,0.9699,1,1.83,0,1.3,13,9,15,45,2.7,AoE,inf,0,100,Update 29.5,2020-11-19,Primary,Sniper Rifle,Primary,1.7,/Lotus/Weapons/Infested/LongGuns/InfSniperRifle/InfSniperRifle,Sporothrix,0,1.7,0.1
Kuva Hek,Semi-Auto,Normal Attack,13.05,56.55,17.4,0,0,0,0,0,0,0,0,0,0,0,87,1321.53,974.4,0.23,2.1,1220.9232,2649.403344,1270.697047482,151394.4768,0.13,nil,0.91,1.9747,7,2.17,0,0.9,15,4,15,120,2,Hit-Scan,inf,0,9.09,Update 30.5,2021-07-06,Primary,Shotgun,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Hek/KuvaHekWeapon,Hek,15,30,0.828
Kuva Hek,Semi-Auto,Alt-Fire,13.05,56.55,17.4,0,0,0,0,0,0,0,0,0,0,0,87,2850.12,3897.6,0.23,2.1,4883.6928,5713.920576,1710.7546634731,151394.4768,0.0332,nil,0.9296,1.087632,28,1.17,0,0.9,15,4,15,120,2,Hit-Scan,inf,0,9.09,Update 30.5,2021-07-06,Primary,Shotgun,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Hek/KuvaHekWeapon,Hek,15,30,0.989
Prisma Gorgon,Auto-Spool,Fully Spooled,17.25,3.45,2.3,0,0,0,0,0,0,0,0,0,0,0,23,325.91,23,0.3,2.3,31.97,453.0149,334.51349455418,30691.2,0.15,nil,0.15,2.1255,1,14.17,0,1.3,11,120,80,840,3,Hit-Scan,inf,0,20,Hotfix 15.11.1,2015-01-22,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/VoidTraderGorgon/VTGorgon,Gorgon,0,inf,1
Sobek,Auto,Normal Attack,52.5,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0,70,875,350,0.11,2,388.5,971.25,726.16822429907,101010,0.162,nil,0.81,2.025,5,2.5,0,1.33,7,20,15,240,2.7,Hit-Scan,inf,0,9.1,Update 9.0,2013-07-13,Primary,Shotgun,Primary,300,/Lotus/Weapons/Tenno/Shotgun/DoubleBarrelShotgun,Sobek,20,30,0.5
Snipetron Vandal,Semi-Auto,Unzoomed,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,400,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,0,1.25,5,6,15,72,2,Hit-Scan,inf,3,13.3,Hotfix 8.3.2,2013-07-08,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Snipetron Vandal,Semi-Auto,2.5x Zoom,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,400,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,0,1.25,5,6,15,72,2,Hit-Scan,inf,3,13.3,Hotfix 8.3.2,2013-07-08,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Snipetron Vandal,Semi-Auto,6x Zoom,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,400,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,0,1.25,5,6,15,72,2,Hit-Scan,inf,3,13.3,Hotfix 8.3.2,2013-07-08,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Snipetron,Semi-Auto,Unzoomed,18,144,18,0,0,0,0,0,0,0,0,0,0,0,180,360,180,0.3,1.5,207,414,150.54545454545,15732,0.12,nil,0.12,0.24,1,2,0,1.3,0,4,15,72,3.5,Hit-Scan,inf,2.5,13.3,Vanilla,2012-10-25,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/SniperRifle,Snipetron,400,600,0.5
Snipetron,Semi-Auto,2.5x Zoom,18,144,18,0,0,0,0,0,0,0,0,0,0,0,180,360,180,0.3,1.5,207,414,150.54545454545,15732,0.12,nil,0.12,0.24,1,2,0,1.3,0,4,15,72,3.5,Hit-Scan,inf,2.5,13.3,Vanilla,2012-10-25,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/SniperRifle,Snipetron,400,600,0.5
Snipetron,Semi-Auto,6x Zoom,18,144,18,0,0,0,0,0,0,0,0,0,0,0,180,360,180,0.3,1.5,207,414,150.54545454545,15732,0.12,nil,0.12,0.24,1,2,0,1.3,0,4,15,72,3.5,Hit-Scan,inf,2.5,13.3,Vanilla,2012-10-25,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/SniperRifle,Snipetron,400,600,0.5
Fulmin,Auto,Full Auto Mode,0,8,0,0,25,0,0,0,0,0,0,0,0,0,33,307.89,33,0.28,2.4,45.936,428.58288,264.23112207152,2756.16,0.1,nil,0.1,0.933,1,9.33,0,0.8,8,60,0,0,3,Hit-Scan,inf,0,111.1,Update 25.0,2019-05-22,Primary,Rifle,None,300,/Lotus/Weapons/Tenno/LongGuns/TnWispRifle/TnWispRifle,Fulmin,0,inf,1
Fulmin,Auto / Semi,Semi-Auto Mode,100,0,0,0,400,0,0,0,0,0,0,0,0,0,500,1085,500,0.3,2.2,680,1475.6,603.10626702997,4080,0.16,nil,1.16,2.5172,1,2.17,0,0.8,8,60,0,0,3,Projectile,100,0,9.1,Update 25.0,2019-05-22,Primary,Rifle,None,0,/Lotus/Weapons/Tenno/LongGuns/TnWispRifle/TnWispRifle,Fulmin,10,20,0.6666
MK1-Strun,Semi-Auto,Normal Attack,9.9,2.7,5.4,0,0,0,0,0,0,0,0,0,0,0,18,374.4,180,0.075,2,193.5,402.48,174.99130434783,24381,0.06,nil,0.6,1.248,10,2.08,0,1.45,0,6,15,120,3.75,Hit-Scan,inf,0,4,Update 14.0,2014-07-18,Primary,Shotgun,Primary,300,/Lotus/Weapons/MK1Series/MK1Strun,Strun,15,25,0.5
Secura Penta,Active,Grenade Impact,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,75,0.26,2,94.5,189,110.25,3307.5,0.26,nil,0.26,0.52,1,2,0,1.3,12,7,5,28,2.5,Projectile,25,0,100,Update 17.3,2015-09-02,Primary,Launcher,Primary,0,/Lotus/Weapons/Syndicates/PerrinSequence/LongGuns/PSPenta,Penta,0,inf,1
Secura Penta,Active,Grenade Detonation,0,0,0,0,0,0,0,300,0,0,0,0,0,0,300,600,300,0.26,2,378,756,441,13230,0.26,nil,0.26,0.52,1,2,0,1.3,12,7,5,28,2.5,AoE,inf,0,100,Update 17.3,2015-09-02,Primary,Launcher,Primary,6,/Lotus/Weapons/Syndicates/PerrinSequence/LongGuns/PSPenta,Penta,0,6,0.6
Kuva Hind,Auto,Auto,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,300,48,0.21,1.9,57.072,570.72,454.55575221239,35955.36,0.33,nil,0.33,3.3,1,10,0,1.05,15,90,80,540,2.3,Hit-Scan,inf,0,33.33,Update 27.1,2020-02-04,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Hind/KuvaHind,Hind,0,inf,1
Kuva Hind,Semi-Auto,Semi-Auto,18,18,54,0,0,0,0,0,0,0,0,0,0,0,90,225,144,0.37,2.9,245.232,613.08,514.47272727273,51498.72,0.21,nil,0.21,0.525,1,2.5,0,1.05,15,90,80,540,2.3,Hit-Scan,inf,0,28.6,Update 27.1,2020-02-04,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Hind/KuvaHind,Hind,0,inf,1
Kuva Hind,Burst,Burst,7.5,7.5,15,0,0,0,0,0,0,0,0,0,0,0,30,272.7,48,0.25,2.1,306,556.308,451.43877302605,192780,0.33,nil,0.33,2.9997,1,9.09,0,1.05,15,90,80,540,2.3,Hit-Scan,inf,0,33.33,Update 27.1,2020-02-04,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Hind/KuvaHind,Hind,0,inf,1
